0,0.000000,0.000000
1e-11,0.000000,0.000000
2e-11,15.000000,0.000000
3e-11,-195.000000,0.225000
4e-11,2823.375000,-2.781750
5e-11,-40530.101250,40.629577
6e-11,582176.644913,-582.685521
7e-11,-8362051.965729,8370.501520
8e-11,120108096.695173,-120228.103091
9e-11,-1725168872.615028,1726894.155273
1e-10,24779409267.930813,-24804188.523117
1.1e-10,-355918271397.729614,356274189.456166
1.2e-10,5112220979707.327148,-5117333195.418347
1.3e-10,-73429226441754.765625,73502655594.937286
1.4e-10,1054698401583019.750000,-1055753098929.723145
1.5e-10,-15149127564132956.000000,15164276676548.187500
1.6e-10,217594020821419360.000000,-217811614624646.968750
1.7e-10,-3125404924923287552.000000,3128530326722812.500000
1.8e-10,44891656066007080960.000000,-44936547677181512.000000
1.9e-10,-644799900415507038208.000000,645444699671123712.000000
2e-10,9261563239380586332160.000000,-9270824793358419968.000000
2.1e-10,-133028174448804453416960.000000,133161202490225344512.000000
2.2e-10,1910746030641485738672128.000000,-1912656774761384247296.000000
2.3e-10,-27444940958858695587921920.000000,27472385872372663582720.000000
2.4e-10,394204552649188601201950720.000000,-394598756807633971183616.000000
2.5e-10,-5662144785164411209013788672.000000,5667806924287440934928384.000000
2.6e-10,81328039853196063275562827776.000000,-81409367811721358684979200.000000
2.7e-10,-1168152761422364087526690390016.000000,1169320913015636109952024576.000000
2.8e-10,16778725719713372991935878266880.000000,-16795504428654385702755106816.000000
2.9e-10,-241000703054093926121856105971712.000000,241241703516147746296370823168.000000
3e-10,3461606074430768067191004867854336.000000,-3465067677043598249756414967808.000000
3.1e-10,-49720670780974458215724824647434240.000000,49770391402034853040098570665984.000000
3.2e-10,714161302515211859428304841858875392.000000,-714875463103567314104298661478400.000000
3.3e-10,-10257833573021401544459917557049065472.000000,10268091396336607180570008871763968.000000
3.4e-10,147338072283136261830350548441709412352.000000,-147485410208081615420862976915144704.000000
3.5e-10,-2116285801439117426831988168682979196928.000000,2118402085124275138107296607140577280.000000
3.6e-10,30397205039891225562476662143744846331904.000000,-30427602214533969526698907674676822016.000000
3.7e-10,-436609305609316436555526321275938675884032.000000,437045914478317268761139276693930770432.000000
3.8e-10,6271224130458133296450215604765737395159040.000000,-6277495348317378530994820181150322917376.000000
3.9e-10,-90076532014257583894719138549032235021893632.000000,90166608456195501562879358853033282764800.000000
4e-10,1293811455455481590087681911843929434594738176.000000,-1295105265617127885780332584925263881568256.000000
4.1e-10,-18583620448474569155631205464930903893794095104.000000,18602204050339456431260346317535400146501632.000000
4.2e-10,266925252143004572034018709938381051628678545408.000000,-267192177128222821222204066629086025762209792.000000
4.3e-10,-3833972525921611159253860377012645802867926499328.000000,3837806494613567467644499526347305637549965312.000000
4.4e-10,55069144681922424475286469121578109515901960192000.000000,-55124213771535302528968540681269737283496443904.000000
4.5e-10,-790983940415568064442326710344732251970526016176128.000000,791774923565001009478554066210211116744209072128.000000
4.6e-10,11361273134149896298665939835311803990507115014782976.000000,-11372634395922795423446139594786321113372235399168.000000
4.7e-10,-163187291970733082088586206156198499615051064534892544.000000,163350479099516819122054165911639993432995367223296.000000
4.8e-10,2343935573619484822133907175243329086234522142937972736.000000,-2346279506849173312223812192087492748377664249659392.000000
4.9e-10,-33667045435524687556475433861947269970697008414202003456.000000,33700712447293228287268476395115510363782345815752704.000000
5e-10,483575556049686757491694450422790607660551321397361639424.000000,-484059131122161772500264009900145229376168010453090304.000000
5.1e-10,-6945822402402307876286418138120413416307684978841295519744.000000,6952768217858899575869992044212711248506898007405363200.000000
5.2e-10,99766103232804251611201433631493472617133197221578649108480.000000,-99865869236271129039943835523356104543489167049107701760.000000
5.3e-10,-1432987309150904421151728507232379553210742119107225395920896.000000,1434420295027070662332328707519584552798514656395401363456.000000
5.4e-10,20582668478048269603445581149667715667513489612571037474488320.000000,-20603251125943685920050318686043707029420312457105767399424.000000
5.5e-10,-295638516106794604426222454070060875368482192836609523698368512.000000,295934154327263402898532933305414849493726927622892739887104.000000
5.6e-10,4246394596455904327026251890065760446591852830132304455332265984.000000,-4250640986805973723751496332973022906918656666841783921016832.000000
5.7e-10,-60992956216490361675569721460725451190308698127424123434816241664.000000,61053949111714007474432380768690722621189653519859346692898816.000000
5.8e-10,876070422454754395996634949038238754399479869905043666615532519424.000000,-876946492001140365990831295192487538278872578859269735541899264.000000
5.9e-10,-12583410162574589055169784372791948868162911017643759222378368860160.000000,12595993560153778878627736020106660063530627285435107644706652160.000000
6e-10,180741419024180340995563445367328949278327625248221708743902121426944.000000,-180922160262463423887941297253426617348537769542715251518859116544.000000
6.1e-10,-2596073729523135630250873152321533909106965091026476008722962124374016.000000,2598669800656589767163816903726560922291540247701918779674590183424.000000
6.2e-10,37288623966255960206740210241039736745350037049638795958761836498649088.000000,-37325912552933673452459314646332267266097536817177561314001573380096.000000
6.3e-10,-535593986212496519269050549340482231006200300265618586976869961347104768.000000,536129579663115927248195673630096799239992599195237946045123329523712.000000
6.4e-10,7692987500063942505613423223583573454765032909745986797616454100899069952.000000,-7700680479871032455915834707626179347922497342926556235303155633487872.000000
6.5e-10,-110497985787054059164951611482665015924744659289578483257403505063965491200.000000,110608483662343303221825795415714599059566102683024743732592639639289856.000000
6.6e-10,1587134369176410813407104608156023564838834172928103878145913257522894995456.000000,-1588721501958455918618282184759775039441148522678606817975561626115375104.000000
6.7e-10,-22796754962352705070239325058760876710525065575141770949475886650971303968768.000000,22819551694518348111355640826271036137567745230304752258403337567563939840.000000
6.8e-10,327440478201747468988782701249766505166341395052440227981637959008347712651264.000000,-327767918352509312864870848615982400449783901114650438097159630187600543744.000000
6.9e-10,-4703181086169987863015156667843447678630419993875804506600543449133537273315328.000000,4707884262552986579966650476694369297199379962590364594996924315067379351552.000000
7e-10,67553994700918624159573934338178179143302033541857005416526070991875591519600640.000000,-67621548628065658559478769581327247276702611179750379846044766402982572982272.000000
7.1e-10,-970309693894444424283116524113848749292159698789559922055014634155497763530342400.000000,971280002618030950469514301949403165270649473585573495144148061969240536645632.000000
7.2e-10,13937012995809227727463898880391171550806073958312655660594312890843790465908604928.000000,-13950949994868050545706197742147016188944132607775504252102944406539747410837504.000000
7.3e-10,-200183851060737548842550175443768879637682130180511472874408220889516256236073385984.000000,200384034711614809443127233048618681156632628860222603396991801358354897461837824.000000
7.4e-10,2875334495100020465817486196891600376805302598704900619862178619269021855988739735552.000000,-2878209826719791548250717546838534316947859552583293237168274918795693233822236672.000000
7.5e-10,-41299777254278326344695614294079812470476205110598157132749680075347294871230737285120.000000,41341076990232912659149919699975140825415932149168905980677459423081952997292376064.000000
