0.000000	0.000000	0.000000	0.000000	0.000000
0.100000	0.082659	0.000760	0.001436	0.000297
0.200000	0.164724	0.003023	0.005718	0.001186
0.300000	0.245628	0.006744	0.012764	0.002661
0.400000	0.324858	0.011850	0.022443	0.004712
0.500000	0.401966	0.018245	0.034588	0.007323
0.600000	0.476587	0.025817	0.048996	0.010477
0.700000	0.548442	0.034444	0.065447	0.014150
0.800000	0.617330	0.043998	0.083707	0.018317
0.900000	0.683128	0.054349	0.103542	0.022947
1.000000	0.745777	0.065374	0.124719	0.028009
1.100000	0.805273	0.076952	0.147016	0.033467
1.200000	0.861656	0.088973	0.170223	0.039285
1.300000	0.914998	0.101336	0.194145	0.045425
1.400000	0.965397	0.113947	0.218604	0.051850
1.500000	1.012966	0.126725	0.243438	0.058521
1.600000	1.057831	0.139596	0.268502	0.065401
1.700000	1.100123	0.152496	0.293667	0.072453
1.800000	1.139976	0.165368	0.318819	0.079642
1.900000	1.177524	0.178165	0.343860	0.086935
2.000000	1.212896	0.190843	0.368702	0.094300
2.100000	1.246222	0.203369	0.393272	0.101709
2.200000	1.277623	0.215711	0.417507	0.109133
2.300000	1.307218	0.227845	0.441354	0.116550
2.400000	1.335116	0.239751	0.464768	0.123935
2.500000	1.361426	0.251411	0.487714	0.131269
2.600000	1.386246	0.262814	0.510162	0.138535
2.700000	1.409670	0.273948	0.532091	0.145717
2.800000	1.431789	0.284808	0.553484	0.152800
2.900000	1.452683	0.295387	0.574329	0.159774
3.000000	1.472432	0.305683	0.594619	0.166629
3.100000	1.491109	0.315695	0.614351	0.173356
3.200000	1.508781	0.325424	0.633523	0.179949
3.300000	1.525512	0.334871	0.652140	0.186402
3.400000	1.541363	0.344039	0.670205	0.192713
3.500000	1.556388	0.352933	0.687727	0.198877
3.600000	1.570639	0.361556	0.704713	0.204893
3.700000	1.584165	0.369915	0.721175	0.210761
3.800000	1.597012	0.378014	0.737122	0.216479
3.900000	1.609220	0.385861	0.752568	0.222049
4.000000	1.620830	0.393462	0.767526	0.227471
4.100000	1.631877	0.400823	0.782008	0.232747
4.200000	1.642397	0.407952	0.796029	0.237880
4.300000	1.652420	0.414855	0.809602	0.242871
4.400000	1.661976	0.421540	0.822741	0.247724
4.500000	1.671094	0.428013	0.835461	0.252440
4.600000	1.679799	0.434282	0.847775	0.257024
4.700000	1.688114	0.440353	0.859698	0.261478
4.800000	1.696063	0.446233	0.871242	0.265805
4.900000	1.703666	0.451930	0.882422	0.270010
5.000000	1.710943	0.457449	0.893250	0.274095
