0,0.000000,0.000000
1e-11,0.836785,0.004143
2e-11,1.123733,0.013766
3e-11,0.948777,0.023753
4e-11,1.081722,0.033335
5e-11,1.009152,0.043026
6e-11,1.073490,0.052484
7e-11,1.046359,0.061939
8e-11,1.080076,0.071239
9e-11,1.073055,0.080488
1e-10,1.093050,0.089617
1.1e-10,1.094876,0.098674
1.2e-10,1.108668,0.107629
1.3e-10,1.114330,0.116502
1.4e-10,1.125267,0.125282
1.5e-10,1.132540,0.133979
1.6e-10,1.142111,0.142586
1.7e-10,1.150006,0.151110
1.8e-10,1.158877,0.159548
1.9e-10,1.166957,0.167903
2e-10,1.175426,0.176174
2.1e-10,1.183497,0.184363
2.2e-10,1.191697,0.192471
2.3e-10,1.199676,0.200498
2.4e-10,1.207668,0.208445
2.5e-10,1.215520,0.216313
2.6e-10,1.223334,0.224103
2.7e-10,1.231044,0.231816
2.8e-10,1.238695,0.239452
2.9e-10,1.246257,0.247012
3e-10,1.253753,0.254497
3.1e-10,1.261169,0.261908
3.2e-10,1.268515,0.269245
3.3e-10,1.275785,0.276509
3.4e-10,1.282984,0.283700
3.5e-10,1.290111,0.290821
3.6e-10,1.297168,0.297870
3.7e-10,1.304154,0.304850
3.8e-10,1.311071,0.311760
3.9e-10,1.317920,0.318601
4e-10,1.324700,0.325374
4.1e-10,1.331412,0.332080
4.2e-10,1.338058,0.338720
4.3e-10,1.344638,0.345293
4.4e-10,1.351153,0.351801
4.5e-10,1.357603,0.358244
4.6e-10,1.363988,0.364624
4.7e-10,1.370310,0.370940
4.8e-10,1.376570,0.377193
4.9e-10,1.382767,0.383384
5e-10,1.388902,0.389513
5.1e-10,1.394977,0.395581
5.2e-10,1.400991,0.401589
5.3e-10,1.406945,0.407538
5.4e-10,1.412841,0.413427
5.5e-10,1.418677,0.419258
5.6e-10,1.424456,0.425031
5.7e-10,1.430177,0.430746
5.8e-10,1.435841,0.436405
5.9e-10,1.441449,0.442007
6e-10,1.447001,0.447554
6.1e-10,1.452498,0.453045
6.2e-10,1.457941,0.458482
6.3e-10,1.463329,0.463865
6.4e-10,1.468664,0.469194
6.5e-10,1.473945,0.474471
6.6e-10,1.479174,0.479695
6.7e-10,1.484352,0.484867
6.8e-10,1.489477,0.489987
6.9e-10,1.494552,0.495057
7e-10,1.499576,0.500076
7.1e-10,1.504551,0.505046
7.2e-10,1.509476,0.509966
7.3e-10,1.514352,0.514837
7.4e-10,1.519179,0.519660
7.5e-10,1.523959,0.524434
7.6e-10,1.528691,0.529162
7.7e-10,1.533376,0.533842
7.8e-10,1.538014,0.538476
7.9e-10,1.542606,0.543063
8e-10,1.547153,0.547605
8.1e-10,1.551655,0.552102
8.2e-10,1.556111,0.556555
8.3e-10,1.560524,0.560963
8.4e-10,1.564892,0.565327
8.5e-10,1.569217,0.569648
8.6e-10,1.573499,0.573926
8.7e-10,1.577739,0.578161
8.8e-10,1.581936,0.582354
8.9e-10,1.586092,0.586506
9e-10,1.590207,0.590616
9.1e-10,1.594280,0.594685
9.2e-10,1.598313,0.598714
9.3e-10,1.602306,0.602703
9.4e-10,1.606259,0.606652
9.5e-10,1.610173,0.610562
9.6e-10,1.614048,0.614434
9.7e-10,1.617885,0.618266
9.8e-10,1.621683,0.622061
9.9e-10,1.625444,0.625818
1e-09,1.629167,0.629537
1.01e-09,1.632853,0.633220
1.02e-09,1.636503,0.636866
1.03e-09,1.640116,0.640475
1.04e-09,1.643693,0.644049
1.05e-09,1.647235,0.647587
1.06e-09,1.650742,0.651091
1.07e-09,1.654213,0.654559
1.08e-09,1.657651,0.657993
1.09e-09,1.661054,0.661392
1.1e-09,1.664423,0.664758
1.11e-09,1.667759,0.668091
1.12e-09,1.671061,0.671390
1.13e-09,1.674331,0.674656
1.14e-09,1.677568,0.677890
1.15e-09,1.680773,0.681092
1.16e-09,1.683947,0.684262
1.17e-09,1.687088,0.687401
1.18e-09,1.690199,0.690508
1.19e-09,1.693278,0.693585
1.2e-09,1.696327,0.696631
1.21e-09,1.699346,0.699646
1.22e-09,1.702334,0.702632
1.23e-09,1.705293,0.705588
1.24e-09,1.708223,0.708514
1.25e-09,1.711123,0.711412
1.26e-09,1.713995,0.714280
1.27e-09,1.716838,0.717121
1.28e-09,1.719652,0.719932
1.29e-09,1.722439,0.722716
1.3e-09,1.725198,0.725473
1.31e-09,1.727930,0.728202
1.32e-09,1.730634,0.730903
1.33e-09,1.733312,0.733578
1.34e-09,1.735963,0.736227
1.35e-09,1.738588,0.738849
1.36e-09,1.741186,0.741445
1.37e-09,1.743759,0.744015
1.38e-09,1.746306,0.746559
1.39e-09,1.748828,0.749079
1.4e-09,1.751324,0.751573
1.41e-09,1.753796,0.754042
1.42e-09,1.756244,0.756487
1.43e-09,1.758667,0.758908
1.44e-09,1.761066,0.761304
1.45e-09,1.763441,0.763677
1.46e-09,1.765792,0.766026
1.47e-09,1.768120,0.768352
1.48e-09,1.770425,0.770655
1.49e-09,1.772707,0.772934
1.5e-09,1.774967,0.775192
1.51e-09,1.777204,0.777426
1.52e-09,1.779418,0.779639
1.53e-09,1.781611,0.781829
1.54e-09,1.783782,0.783998
1.55e-09,1.785931,0.786145
1.56e-09,1.788059,0.788271
1.57e-09,1.790166,0.790375
1.58e-09,1.792252,0.792459
1.59e-09,1.794317,0.794522
1.6e-09,1.796361,0.796565
1.61e-09,1.798386,0.798587
1.62e-09,1.800390,0.800589
1.63e-09,1.802374,0.802571
1.64e-09,1.804338,0.804534
1.65e-09,1.806283,0.806477
1.66e-09,1.808209,0.808400
1.67e-09,1.810115,0.810305
1.68e-09,1.812003,0.812191
1.69e-09,1.813872,0.814058
1.7e-09,1.815722,0.815906
1.71e-09,1.817554,0.817736
1.72e-09,1.819367,0.819548
1.73e-09,1.821163,0.821341
1.74e-09,1.822940,0.823117
1.75e-09,1.824700,0.824876
1.76e-09,1.826443,0.826616
1.77e-09,1.828168,0.828340
1.78e-09,1.829876,0.830046
1.79e-09,1.831567,0.831736
1.8e-09,1.833242,0.833408
1.81e-09,1.834899,0.835064
1.82e-09,1.836540,0.836704
1.83e-09,1.838165,0.838327
1.84e-09,1.839774,0.839934
1.85e-09,1.841367,0.841525
1.86e-09,1.842944,0.843100
1.87e-09,1.844505,0.844660
1.88e-09,1.846050,0.846204
1.89e-09,1.847581,0.847733
1.9e-09,1.849096,0.849247
1.91e-09,1.850596,0.850745
1.92e-09,1.852081,0.852229
1.93e-09,1.853551,0.853698
1.94e-09,1.855007,0.855152
1.95e-09,1.856448,0.856592
1.96e-09,1.857875,0.858017
1.97e-09,1.859288,0.859429
1.98e-09,1.860687,0.860826
1.99e-09,1.862072,0.862209
2e-09,1.863443,0.863579
2.01e-09,1.864800,0.864935
2.02e-09,1.866144,0.866278
2.03e-09,1.867475,0.867607
2.04e-09,1.868792,0.868923
2.05e-09,1.870096,0.870226
2.06e-09,1.871388,0.871516
2.07e-09,1.872666,0.872793
2.08e-09,1.873932,0.874058
2.09e-09,1.875185,0.875310
2.1e-09,1.876426,0.876549
2.11e-09,1.877654,0.877776
2.12e-09,1.878870,0.878991
2.13e-09,1.880074,0.880194
2.14e-09,1.881266,0.881385
2.15e-09,1.882447,0.882564
2.16e-09,1.883615,0.883731
2.17e-09,1.884772,0.884887
2.18e-09,1.885917,0.886031
2.19e-09,1.887051,0.887164
2.2e-09,1.888174,0.888286
2.21e-09,1.889286,0.889396
2.22e-09,1.890386,0.890496
2.23e-09,1.891476,0.891584
2.24e-09,1.892555,0.892662
2.25e-09,1.893623,0.893729
2.26e-09,1.894680,0.894785
2.27e-09,1.895727,0.895831
2.28e-09,1.896764,0.896867
2.29e-09,1.897790,0.897892
2.3e-09,1.898806,0.898907
2.31e-09,1.899812,0.899912
2.32e-09,1.900808,0.900907
2.33e-09,1.901794,0.901892
2.34e-09,1.902770,0.902867
2.35e-09,1.903736,0.903832
2.36e-09,1.904693,0.904788
2.37e-09,1.905641,0.905735
2.38e-09,1.906579,0.906672
2.39e-09,1.907507,0.907600
2.4e-09,1.908427,0.908518
2.41e-09,1.909337,0.909427
2.42e-09,1.910238,0.910328
2.43e-09,1.911130,0.911219
2.44e-09,1.912014,0.912102
2.45e-09,1.912888,0.912975
2.46e-09,1.913754,0.913840
2.47e-09,1.914612,0.914697
2.48e-09,1.915460,0.915545
2.49e-09,1.916301,0.916384
2.5e-09,1.917133,0.917216
2.51e-09,1.917956,0.918038
2.52e-09,1.918772,0.918853
2.53e-09,1.919579,0.919660
2.54e-09,1.920379,0.920458
2.55e-09,1.921170,0.921249
2.56e-09,1.921954,0.922032
2.57e-09,1.922730,0.922807
2.58e-09,1.923498,0.923574
2.59e-09,1.924258,0.924334
2.6e-09,1.925011,0.925086
2.61e-09,1.925757,0.925831
2.62e-09,1.926495,0.926568
2.63e-09,1.927225,0.927298
2.64e-09,1.927949,0.928021
2.65e-09,1.928665,0.928736
2.66e-09,1.929374,0.929445
2.67e-09,1.930076,0.930146
2.68e-09,1.930771,0.930840
2.69e-09,1.931459,0.931528
2.7e-09,1.932141,0.932208
2.71e-09,1.932815,0.932882
2.72e-09,1.933483,0.933549
2.73e-09,1.934144,0.934210
2.74e-09,1.934799,0.934864
2.75e-09,1.935447,0.935511
2.76e-09,1.936089,0.936152
2.77e-09,1.936724,0.936787
2.78e-09,1.937353,0.937415
2.79e-09,1.937976,0.938038
2.8e-09,1.938592,0.938654
2.81e-09,1.939203,0.939263
2.82e-09,1.939807,0.939867
2.83e-09,1.940405,0.940465
2.84e-09,1.940998,0.941057
2.85e-09,1.941584,0.941643
2.86e-09,1.942165,0.942223
2.87e-09,1.942740,0.942797
2.88e-09,1.943309,0.943366
2.89e-09,1.943872,0.943929
2.9e-09,1.944430,0.944486
2.91e-09,1.944983,0.945038
2.92e-09,1.945530,0.945584
2.93e-09,1.946071,0.946125
2.94e-09,1.946607,0.946661
2.95e-09,1.947138,0.947191
2.96e-09,1.947663,0.947716
2.97e-09,1.948184,0.948235
2.98e-09,1.948699,0.948750
2.99e-09,1.949209,0.949259
3e-09,1.949714,0.949764
3.01e-09,1.950213,0.950263
3.02e-09,1.950708,0.950758
3.03e-09,1.951198,0.951247
3.04e-09,1.951683,0.951732
