0,1.000000,1.000000,0.000000
2e-11,0.980392,0.980199,0.000193
4e-11,0.961169,0.960789,0.000379
6e-11,0.942322,0.941765,0.000558
8e-11,0.923845,0.923116,0.000729
1e-10,0.905731,0.904837,0.000893
1.2e-10,0.887971,0.886920,0.001051
1.4e-10,0.870560,0.869358,0.001202
1.6e-10,0.853490,0.852144,0.001347
1.8e-10,0.836755,0.835270,0.001485
2e-10,0.820348,0.818731,0.001618
2.2e-10,0.804263,0.802519,0.001744
2.4e-10,0.788493,0.786628,0.001865
2.6e-10,0.773033,0.771052,0.001981
2.8e-10,0.757875,0.755784,0.002091
3e-10,0.743015,0.740818,0.002197
3.2e-10,0.728446,0.726149,0.002297
3.4e-10,0.714163,0.711770,0.002392
3.6e-10,0.700159,0.697676,0.002483
3.8e-10,0.686431,0.683861,0.002569
4e-10,0.672971,0.670320,0.002651
4.2e-10,0.659776,0.657047,0.002729
4.4e-10,0.646839,0.644036,0.002803
4.6e-10,0.634156,0.631284,0.002872
4.8e-10,0.621721,0.618783,0.002938
5e-10,0.609531,0.606531,0.003000
5.2e-10,0.597579,0.594521,0.003059
5.4e-10,0.585862,0.582748,0.003114
5.6e-10,0.574375,0.571209,0.003165
5.8e-10,0.563112,0.559898,0.003214
6e-10,0.552071,0.548812,0.003259
6.2e-10,0.541246,0.537944,0.003302
6.4e-10,0.530633,0.527292,0.003341
6.6e-10,0.520229,0.516851,0.003377
6.8e-10,0.510028,0.506617,0.003411
7e-10,0.500028,0.496585,0.003442
7.2e-10,0.490223,0.486752,0.003471
7.4e-10,0.480611,0.477114,0.003497
7.6e-10,0.471187,0.467666,0.003521
7.8e-10,0.461948,0.458406,0.003542
8e-10,0.452890,0.449329,0.003561
8.2e-10,0.444010,0.440432,0.003579
8.4e-10,0.435304,0.431711,0.003594
8.6e-10,0.426769,0.423162,0.003607
8.8e-10,0.418401,0.414783,0.003618
9e-10,0.410197,0.406570,0.003627
9.2e-10,0.402154,0.398519,0.003635
9.4e-10,0.394268,0.390628,0.003641
9.6e-10,0.386538,0.382893,0.003645
9.8e-10,0.378958,0.375311,0.003647
1e-09,0.371528,0.367879,0.003648
1.02e-09,0.364243,0.360595,0.003648
1.04e-09,0.357101,0.353455,0.003646
1.06e-09,0.350099,0.346456,0.003643
1.08e-09,0.343234,0.339596,0.003639
1.1e-09,0.336504,0.332871,0.003633
1.12e-09,0.329906,0.326280,0.003626
1.14e-09,0.323437,0.319819,0.003618
1.16e-09,0.317095,0.313486,0.003609
1.18e-09,0.310878,0.307279,0.003599
1.2e-09,0.304782,0.301194,0.003588
1.22e-09,0.298806,0.295230,0.003576
1.24e-09,0.292947,0.289384,0.003563
1.26e-09,0.287203,0.283654,0.003549
1.28e-09,0.281572,0.278037,0.003534
1.3e-09,0.276051,0.272532,0.003519
1.32e-09,0.270638,0.267135,0.003503
1.34e-09,0.265331,0.261846,0.003486
1.36e-09,0.260129,0.256661,0.003468
1.38e-09,0.255028,0.251579,0.003450
1.4e-09,0.250028,0.246597,0.003431
1.42e-09,0.245125,0.241714,0.003411
1.44e-09,0.240319,0.236928,0.003391
1.46e-09,0.235607,0.232236,0.003370
1.48e-09,0.230987,0.227638,0.003349
1.5e-09,0.226458,0.223130,0.003328
1.52e-09,0.222017,0.218712,0.003305
1.54e-09,0.217664,0.214381,0.003283
1.56e-09,0.213396,0.210136,0.003260
1.58e-09,0.209212,0.205975,0.003237
1.6e-09,0.205110,0.201897,0.003213
1.62e-09,0.201088,0.197899,0.003189
1.64e-09,0.197145,0.193980,0.003165
1.66e-09,0.193279,0.190139,0.003140
1.68e-09,0.189490,0.186374,0.003116
1.7e-09,0.185774,0.182684,0.003091
1.72e-09,0.182132,0.179066,0.003065
1.74e-09,0.178560,0.175520,0.003040
1.76e-09,0.175059,0.172045,0.003014
1.78e-09,0.171627,0.168638,0.002988
1.8e-09,0.168261,0.165299,0.002963
1.82e-09,0.164962,0.162026,0.002936
1.84e-09,0.161728,0.158817,0.002910
1.86e-09,0.158556,0.155673,0.002884
1.88e-09,0.155448,0.152590,0.002857
1.9e-09,0.152400,0.149569,0.002831
1.92e-09,0.149411,0.146607,0.002804
1.94e-09,0.146482,0.143704,0.002778
1.96e-09,0.143609,0.140858,0.002751
1.98e-09,0.140794,0.138069,0.002724
2e-09,0.138033,0.135335,0.002698
2.02e-09,0.135326,0.132655,0.002671
2.04e-09,0.132673,0.130029,0.002644
2.06e-09,0.130072,0.127454,0.002618
2.08e-09,0.127521,0.124930,0.002591
2.1e-09,0.125021,0.122456,0.002564
2.12e-09,0.122569,0.120032,0.002538
2.14e-09,0.120166,0.117655,0.002511
2.16e-09,0.117810,0.115325,0.002485
